34	1	a	cửa hàng giao sai màu đặt màu xanh da trời cửa hàng giao màu nõn chuối đặc biệt sản phẩm đã sai màu còn bị vỡ phần nắp và chốt không sử dụng được chất cửa hàng không trả lời đến lúc khách nhấn hoàn hàng mới trả lời sơ xài và không đồng ý hoàn rất thất vọng về cách làm việc của cửa hàng may mà cửa hàng e lấy lại công bằng và hoàn tiền
35	1	a	không thay den sang
36	0	a	so với giá thì chất lượng tuyệt vời capo khá chắc chắn và đẹp
37	1	a	không cầm pin không sử dụng được chất lượng sản phẩm rất kém
38	1	a	những nước phát triển hàng trăm năm cũng không ai làm tầng ngầm dưới đường cao tốc cả xe điện ngầm ra ngoại ô cũng thành nổi để tiết kiệm chi phí
39	0	a	cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh
40	0	a	sản phẩm tốt hỗ trợ khách hàng nhiệt tình
41	0	a	giày đẹp mang êm và vừa chân lắm nha cửa hàng
42	1	a	chất liệu và kiểu dáng thì được nhưng quần hơi ngắn
43	1	a	hàng bị lỗi nhiều quá màn hình cháy phim bị bong
44	0	a	chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh ngon sẽ ủng hộ cửa hàng dài dài
45	0	a	chưa dùng nhưng nghe bạn mình dùng rồi facebook chất lượng khá tốt serum thơm mùu bưởi có 1 góp ý là cửa hàng nên thay lọ đựng sang loại khác vì bọn mình mua nhiều lần thấy hầu hết các lọ vòi xịt đều không ổn
46	0	a	uống rất ngon giao hàng nhanh chất lượng sản phẩm tuyệt vời
47	1	a	cửa hàng bảo làm theo yêu cầu theo yêu cầu là phải có cao su chống trượt mà không theo yêu cầu thôi nhịn đắng cục tức vậy các bạn mua nên chú ý sẵn không lại ngậm cục tức như mình di bị rơi mấy lần lại lôi kê tay cũ ra xài
48	0	a	rẻ lầm chất lượng lém
49	1	a	huỷ trước khi cửa hàng giao cho giao hàng để đổi màu mà cửa hàng không nhận đơn huỷ vẫn cố giao
50	1	a	đóng gói sản phẩm rất kémtư vấn không nhiệt tình
51	0	a	sản phẩm tốt ưng ý
52	1	a	e xay đá mà bị gãy không xay được ạ
53	0	a	sản phẩm rất đẹp y hình và chất lượng rất tuyệt vời mình mua một lúc 5 đôi luôn mình sẽ ủng hộ cửa hàng dài dài
54	1	a	sản phẩm không an toàn quá nguy hiểm cho người sử dụng không đáng để mua sản phẩm này quá sai lầm khi mua
55	1	a	thời gian giao hàng lâu đặt mũ len mèo màu ghi xám lại giao màu vàng khẩu trang xô mỏng tang k biết có phải do giá sale không mà chất lượng chán thế
56	0	a	chất lượng sản phẩm tuyệt vời hơi cũ tí nhưng mượt lắm cám ơn cửa hàng
57	1	a	sản phẩm không như mình mong đợi k cài được đồ chơi vào ghế hơi bất tiện khi sử dụng
58	1	a	hôm nay tình cờ đọc được bài viết của bạn mình cảm thấy rất vui
59	0	a	đóng gói sản phẩm rất chắc chắn sản phẩm rất dày dặn thời gian giao hàng rất nhanh
60	0	a	áo với giày siêu yêu ạ
61	0	a	mang đi công tác rất tiện lợi dùng rất mượt không lo bị trầy xước
62	1	a	chất lượng quá kém giao hàng không đúng mẫu khuyên mọi người không nên mua hàng của cửa hàng
63	1	a	đặt lần 2 rồi mà giao hàng lâu quá vậy
64	0	a	khăn dày đẹp
65	1	a	đặt tat bé giao tat nguoi lon giao lộn hỏi không trả lời
66	1	a	mình thoa vào ngọn tóc thấy tóc bị rít nên chỉ thoa vào phần chân mùi thơm
67	0	a	giao hàng rất nhanh gói hàng siêu kĩ luôn son thơm mùi sữa cacao ghiền luôn á 3333 vỏ son nhìn cưng ghê màu son siêu đẹp chất son rất lì như son kem nên dưỡng kĩ môi với tẩy tbc mới đánh xinh được
68	1	a	đánh tệ vì không có tệ đặt 3 gói mony l44 t thẻ ở tp hcm nhưng 1 tuần mới nhận được gói hàng bằng 1 túi nilong do người nhà nhận dùm khi mình kiểm tra thì thấy có 1 gói nên yc hoàn tiền và yc gọi điện thoại yc cửa hàng giao 2 gói thiếu cửa hàng hứa và đợi đến ngày cuối cùng gửi trả hàng thì không thấy đâu
69	0	a	thời gian giao hàng rất nhanh cửa hàng phuc vụ quá qua tệ hang bị hư hại ma hong lời giai quyết người khác da the ma nguoi kia cũng vay hong chu đáo can xem xet lại khi mau hàng cửa hàng nay nha cac ban
70	0	a	đẹp thích hết
71	0	a	kem dùng ổn mỗi tội hơi tối do với da mình
72	0	a	đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tốt
73	0	a	value for money value for money nhanh giao hàng hoàn hảo service by seler
74	0	a	chất lượng sản phẩm tốt đóng gói sản phẩm rất cẩn thận và chắc chắn thời gian giao hàng rất nhanh
75	0	a	chị chủ tư vấn rất nhiệt tình hình dáng và chất lượng sản phẩm tuyệt vời
76	1	a	cửa hàng đăng ảnh một đằng sản phẩm một lẻo bán cáp thì úp hình cái cáp thôi chứ up cả cục sạc gây nhầm lẫn cho khách hàng là combo cáp dây sạc tôi mua liền 2 cái lúc nhận hàng mới ngớ người ra bị mua đắt chất lượng sản phẩm chưa rõ
77	0	a	chất lượng sản phẩm tuyệt vời cửa hàng tư vấn nhiệt tình ạ sẽ ủng hộ cửa hàng dài dài
78	1	a	tệ giao hàng sản phẩm ed tệ sản phẩm chất lượng
79	1	a	đúng là tiền nào của đó không ngon mùi kì kì không thơm như lạp xưởng bình thường thất vọng vô cùng
80	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắncám ơn cửa hàng đã tặng quà sẽ ủng hộ tiếp
81	0	a	giày ok lắm cửa hàng giao hàng hàng nhanh nữa 
82	0	a	chất lượng sản phẩm tuyệt vời rất ok
83	0	a	giày chắc chắn đế hơi bẩn tí nhưng chắc sẽ lau được giao hàng nhanh
84	1	a	hàng giao thiếu kêu gửi bù cho mà cả tháng chưa thấy gửi nhắn tin không trả lời
85	1	a	cửa hàng hết hàng nhưng không báo mình đặt 1 cặp thế mà gởi chỉ 1 ốp kèm theo tiền ốp k gì a thanh toán mở hàng ra xem thì chỉ có 1 ốp và số tiền đã thanh toán xài cặp thế giờ có 1 ốp thì sao đây mình chỉ góp ý vậy thôi
86	1	a	giao không đúng đồ tôi đã bị lừa
87	1	a	hk giong mẩu gì cả da vay bi lỗi nua
88	0	a	tương đối hài lòng giày chắc chắn êm nhưng đường may chỉ thừa còn nói chung ok với giá này cám ơn cửa hàng nha
89	0	a	dép xinh chủ cửa hàng trả lời tn rất nhiệt tình chúc cửa hàng buôn may bán đắt ạ
90	1	a	mua 2đ có 2 lỗ xỏ dây nhắn tin cửa hàng không trả lời giày rộng mn cân nhắc trc khi mua
91	0	a	tốt tgian giao hàng nhanh
92	0	a	nên mua nha mọi người
93	1	a	thấy ghi được tặng kèm tã quần đến khi nhận hàng thì không thấy hỏi cửa hàng thì nói không có
94	1	a	cửa hàng phục vụ rất kém đã phải nhắn tin hỏi cẩn thận là còn k cửa hàng nói còn mà gửi màu sai
95	0	a	cửa hàng phục vụ rất tốt sản phẩm đúng với thông tin đăng tải
96	1	a	đặt combo mà cửa hàng chỉ giao bánh gạo và sốt không thấy phô mai và chả cá đâucó trả lại tiền nhưng mua combo để có đầy đủ vâyh mà thiếu chả báo gì nhắn tin thì chưa thấy trả lời cửa hàng phục vụ rất kém
97	0	a	cửa hàng này uy tín nè hàng đã đẹp mà còn đầy đủ hộp pin tặng thêm đeo đồng bọn nó hỏi mua mấy triệu chắc nhập hàng của cửa hàng về bán lại quá
98	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn hàng giao dung mẫu chọn chất vải dẹp
99	1	a	sản phẩm không như quả ng cáo là 9058 liên hệ theo số đt của cửa hàng trên vỏ hộp gửi thì thấy tổng đài báo số đt không có hãi vãi
100	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn giao hàng s yêu nhanh chỉ có 1 điểm trừ duy nhất là đậu phộng không được cay cho lắm
101	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh lại còn được thêm quà tặng kèm cửa hàng phục vụ rất tốt
102	1	a	ngọt quá cay quá ướt quá tạm được đúng với giá tiền
103	0	a	chưa xài nhưng cửa hàng nhiệt tình giao hàng nhanh đóng gói đẹp nên cho
104	1	a	mui khoan xài mau lúc qua
105	0	a	trước mắt dùng tốt
106	0	a	sản phẩm tốt mẫu mã đẹp chất lượng sản phẩm tuyệt vời
107	1	a	sản phẩm kém chất lượng độ sáng yếu pin không cầm sáng hoài không tắt công suất 15w thua bóng 9w nữa hàng kém chất lượng
108	0	a	sản phẩm tốt xài rất ưng ý
109	0	a	đóng gói sản phẩm rất đẹp và chắc chắn tuy nhiên sản phẩm không được như mong đợi của mình lắm thời gian giao hàng rất nhanh
110	1	a	hạt giống không nảy mầm
111	0	a	chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh cửa hàng có tâm máy dùng thích
112	0	a	rẻ hơn khi mua sieu thị nè chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh
113	0	a	sản phẩm ok lam an uy tin goi hang can than giao hang nhanh
114	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ns chung sản phẩm bên cửa hàng giá mềm hàng đẹp e sẽ ủng hộ cửa hàng nhiều hơn
115	1	a	toàn hàng giả mạo mask rẻ tiền bán hàng có tâm một chút đi
116	1	a	hàng không đúng chất lượng
117	1	a	chất lượng sản phẩm rất kém thô
118	0	a	chất lượng sản phẩm tuyệt vời giao hàng bao nhanh nhé dù ở tphcm cửa hàng ngoài đà nẵng nhưng chỉ mất 2 ngày kể từ lúc đặt chúc cửa hàng mua may bán đắt
119	0	a	san pham tuyet voi giay ray đẹp cho luon nha cửa hàng
120	1	a	mua 2 cục lap vao không có tính hiêu đều không dùng được
121	1	a	chất lượng sản phẩm rất kém mua 3 đôi không vừa 1 đôi mà kêu cỡ chuẩn
122	1	a	chất lượng sản phẩm kém luoi bọc quat nhỏ quá không dung được
123	0	a	giày đẹp quá thể  ưng lắm lắm sẽ ủng hộ cửa hàng dài dài chất đẹp còn hơn cả ảnh nữa yêu yêu
124	0	a	cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh chất lượng chưa dùng nên chưa biết hiệu quả k
125	0	a	đóng gói sản phẩm rất đẹp và chắc chắn chúc cửa hàng đắt khách nha
126	0	a	đồng hồ đẹp lắm chúc cửa hàng bán đắt nhé
127	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm tốt cửa hàng phục vụ tận tình
128	0	a	vừa sắm em m905 thấy nói ngon nhưng mới xài nên chưa đánh giá được cảm nhận qua đầm tay chọn điểm click chính xác whel lăn 2 chế độ trơn và cà nhắc rất hay giá 1 699 tr mua của trần anh hà nôi
129	1	a	ôi cái cấu hình đt mạnh kinh
130	1	a	chất lượng sản phẩm rất kém nhìn hàng vừa nhận mà chỉ mun vứt đi như hàng dùng rồi mà vẫn còn giao hàng được cho khách làm ăn thất đức
131	0	a	son rất đẹp thơm mùi trái cây
132	1	a	đóng gói sản phẩm rất kém bánh tráng như bị ỉu và nghe mùi chua đề nghị bồi thuờng lại cho bên e
133	0	a	đóng gói sản phẩm rất đẹp và chắc chắn quà tặng kèm siêu dễ thương ah sẽ còn mua lại
134	1	a	váy nhỏ sao với kích thước bé nhà mình 19 không đã chon cỡ lớn nhất nhưng vẫn không vừa hic
135	1	a	bình thường mang 38 vừa ma giờ mua 38 mang rộng như 40 vậy chất liệu không êm
136	0	a	đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời lần sau mình sẽ ủng hộ tiếp
137	0	a	tuyệt vời ông mặt trời
138	0	a	sản phẩm giống hình giao hàng nhanh chất lượng thì chưa biết
139	1	a	giày giống hình nhưng đặt mua màu xám lại giao màu đỏ không hài lòng
140	1	a	giao hàng không có hai miếng hít chỉ có cái giá nhựa không biết phải làm sao
141	1	a	chất lượng sản phẩm kém cửa hàng phục vụ không nhiệt tình hàng lỗi cửa hàng không cho đổi z cũng nói bảo hành
142	1	a	mua hồng giao hàng đen
143	0	a	khung viền kim loại thì máy chắc chắn hơn rồi mà có hỗ trợ cả 4g thì cập nhật kịp thời r
144	0	a	phát sóng mạnh và xa đáng mua
145	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn son lên màu chuẩn chất son mịn mượt không khô môi rất ưng sẽ ủng hộ cửa hàng lần sau
146	0	a	đóng gói max cẩn thận chất lượng khỏi bàn
147	1	a	máy dỏm nâng giá cao lên rồi hạ giá khuyến mãi rất thất vọng
148	0	a	rất thơm mùi dịu ngọt dễ chịu chị chủ cửa hàng dễ thương tư vấn nhiệt tình
149	1	a	mình mua bộ này trong đợt sale 99k của tiki hàng giao chậm vì bị cháy hàng thì không sao nhưng chất lượng sản phẩm thì khác hoàn toàn so với các lần mình mua trước đó ở siêu thị dầu gội thì lỏng và không thơm như bình thường hay dùng dầu xả thì có mùi kì lạ chua chua gì đó xộc lên mỗi lần lấy ra dùng nói chung là cảm giác như không phải chính hãng vậy đó
150	0	a	áo đẹp lông mịn nói chung là rất ưng ý và rất đáng tiền
151	1	a	ko ngon
152	1	a	k như qc gì ờ mới lắp keu rất bé được đổi lại thì tốt
153	0	a	giày chất rất ổn giao hàng hơi lâu chút đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền
154	1	a	san pham khac so voi hinh mau quan din dau nhot vai mong
155	0	a	đã mua chưa bít kq ra sao tuy nhiên không có ghi cửa hàng e ở ngoài bên trong ok cám ơn thời gian giao hàng rất nhanh
156	0	a	cửa hàng giao hàng nhanh son màu cam sáng nên chất hơi bột lên màu chuẩn và có màu bám lại sau khi chùi
157	0	a	cảm ơn cửa hàng giao hàng rất nhanh trong 2 gói thì mình thích gói khô gà lá chanh hơn khô và thơm sẽ ủng hộ cửa hàng thêm đóng gói sản phẩm rất đẹp và chắc chắn
158	0	a	cái này được đấy mình thích đồ chính hãng
159	1	a	dong ho sai duoc
160	0	a	đặt trong ảnh là lọ thuỷ tinh không thấy thương hiệu hay nhãn mác nhưng giao là lọ nhựa hiệu hơi lạ nhưng không sao viên nghệ ăn dễ ngọt nghe mùi mật ong đúng không chắc là hiệu quả vì chỉ mới sử dụng vài viên nhưng nếu có hiệu quả lần tới sẽ mua tiếp 
161	1	a	kêu tặng 7 bịch bánh tráng nhưng chỉ đưa 4 cục kẹo milo
162	0	a	chất lượng sản phẩm tuyệt vời 0k
163	0	a	chất lượng tốt 
164	0	a	đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền chất lượng sản phẩm tuyệt vời
165	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn khá ok
166	1	a	mk mua cỡ 41 mà giao nhầm cỡ rộng không đi được
167	0	a	chất lượng sản phẩm tốt đóng gói sản phẩm cẩn thận
168	0	a	túi chắc chắn gói hàng cẩn thận chu đáo
169	0	a	thời gian giao hàng rất nhanh có 2 áo trùng kiểu
170	0	a	sản phẩm mẫu mã đẹp chất lượng sản phẩm thì chưa đánh giá được vì chưa trải qua sử dụng cửa hàng phục vụ rất tốt rất nhiệt tình thời gian giao hàng cũng khá nhanh 3 ngày đã nhận hàng đã check không biết có phải chính hãng hay không ae xem hình mình up hạn sử dụng kèm cám ơn cửa hàng lần sau ủng hộ nữa
171	0	a	chất lượng sản phẩm tuyệt vời đẹp dùng ổn
172	0	a	rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt
173	0	a	hàng đẹp tuyệt vời như hình mình ở xa mua cũng sợ nhưng cửa hàng gửi hàng đẹp không lỗi giày không nhăn nheo rất hài lòng sẽ ủng hộ cửa hàng dài dài ạ
174	1	a	17cu thì mua lg v10 vừa đẹp mà con dư tiền
175	0	a	đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh giày đẹp y hình cửa hàng đăng
176	1	a	cỡ 3xl mà 62 không mặc vừa cửa hàng gọi điện thoại tư vấn nhiệt tình và chu đáo nhưng sản phẩm không giống như mô tả sản phẩm vải đẹp nhưng đường chỉ may vắt sổ còn thừa quá nhiều chỉ
177	1	a	không hài lòng đã nhắn cửa hàng là gửi đồng hồ mặt nhỏ rồi lại gửi mặt lớn to đeo không đẹp mà mua 3 cái rồi đó
178	0	a	chuẩn hàng lắm mn ạh lên tone nhiều không hề lộ vân gì cả nên đố ai biết không dính quần áo mình xịt lên quần áo đen cũg không dính
179	0	a	cửa hàng gói hàng xinh xắn cẩn thận đàn nhỏ xinh và âm nghe cũng hay mình rất hài lòng
180	1	a	bộ khung khó xài lên hình méo mó không đẹp
181	1	a	đèn leb cửa hàng gửi câu lộn dây gắn vào xe không sáng đèn cần lưu ý hàn cho đúng cực âm dương
182	0	a	giống hình quả ng cáo đáng tiền
183	0	a	rất đáng tiền đẹp và y như hình cửa hàng phục vụ rất tốt
184	0	a	hàng chất lượng tốt giao hàng nhanh chóng cửa hàng uy tín
185	1	a	hang không thật như hinh ảnh hàng gui là hàng phek không đúng hàng như cửa hàng nói
186	0	a	dầu rất thơm bỏ vào máy phun sương khuếch tán thơm cả phòng luôn cảm ơn cửa hàng đã đem đến một sản phẩm thiết thực
187	0	a	giao hàng nhanh sản phẩm đẹp lắm i hình luôn
188	1	a	gương hơi mờ cửa hàng không trả lời tn thật sự thất vọng vẽ lem loãng ai mua hàng đừng dựa vào lượng feedback mà mua như mình
189	1	a	xui xui trúng cây không có miếng lót không xài được
190	1	a	mình nhập đúng tên và mật khẩu nhưng không vào được
191	0	a	chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn
192	1	a	xấu quá
193	0	a	chưa xai chưa biet sao
194	0	a	đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chất vải hơi mỏng dày thêm tí nữa thì đẹp
195	0	a	led sáng ngon chất lượng sản phẩm tuyệt vời
196	1	a	nói là tích điện nhưng sạc điện không vô theo mình các bạn không nên mua sản phẩm này mua về tốn tiền mà không sử dụng đượcbán hàng không có tâm chất lượng sản phẩm rất kém
197	1	a	mua phi ca tien cau qua kem
198	1	a	đóg gói không đep
199	1	a	giao hag z mà cug lộn sai nửa dat sai 31 ma giao sai 28 ak
200	0	a	ngon giòn đáng tiền nhưng tiền giao hàng hơi cao
201	0	a	hàng rất tốt giao hàng rất nhanh và gói hàng rất cẩn thận cảm ơn cửa hàng vì cái giắc được
202	1	a	chất lượng sản phẩm rất kém mùi nhựa rất hôi độc hại nên không dám cho con ngồi giờ vứt xó mua phí tiền
203	1	a	đang định lên con aiphone 7 mà nghe quả ng cáo thiếu nhiều thứ quá chắc không mua tưởng dùng camera kép tưởng dùng dual pixel tưởng dùng flash kép tưởng bỏ home vậy lý tưởng nhiều thứ nữa vậy mà giá trên trời h gì c h gì c
204	0	a	giày phù hợp giá tiền
205	0	a	đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền
206	0	a	mói dùng mây hôm rât tôt về lâu dài thi chờ xem trước mắt hàng chất lượng giá rẻ
207	0	a	đẹp mà đường nét tinh tế lắm
208	0	a	mọi người nên mua lạp xưởng tươi của cửa hàng đi nha rất là ngonvà không bị ngán nữa trên cả sự mong đợi của mình đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh
209	0	a	rất đáng tiền chất lượng sản phẩm tuyệt vời cám ơn cửa hàng
210	0	a	sản phẩm ok
211	1	a	giày làm chất liệu gì mà hôi quá
212	0	a	tôi xài m7 từ lúc mới ra tới giờ không có lý do gì để đổi máy khác phần cứng và phần mềm rất tuyệt vời tôi vô tình làm rớt từ độ cao hơn 1 mình không dưới 10 lần mà giờ sử dụng vẫn ok ngoài cái võ bị xước
213	0	a	sản phẩm đẹp đóng gói chắc chắn nhưng không có pin dự phòng
214	1	a	kém chất lượngmua phí tiền
215	0	a	đẹp lắm cửa hàng ơi
216	0	a	đúng sản phẩm lắp tháo dễ dàng giao nhanh
217	1	a	đã bỏ thích theo dõi fanpage của tiki gỡ ap tiki vì lúc nào phải thấy bản mặt lờ của chi pu
218	0	a	chất lượng sản phẩm tuyệt vời đồng hồ cứ bị đẹp quá rồi lại phải mua thêm 2 cái nữa
219	0	a	chất lượng sản phẩm tuyệt vời mỗi tội đơn vị vận chuyển chậm quá 5 ngày mới nhận được
220	1	a	giấy quá mỏng đọc khá là đau đầu tên riêng dịch ra tiếng việt đọc hơi mình thấy mọi người khen nhiều nên mới mua thế mà thất vọng quá
221	0	a	khá là ưng với giá này mua được đôi ntn là quá tuyệt rồi
222	1	a	nội dung mình không bàn nữa vì sách mình mua tặng bạn thôi chứ cũng chưa đọc bao giờ nhưng mình gì k bực kinh khủng vì sách quá bẩn luôn chưa bao giờ mình bực tiki như vậy luôn ấy mong là không gặp đợt hàng nào như vậy nữa
223	0	a	rất đáng tiền cảm ơn cửa hàng nhiều nha hang ok lắm hàng dùng được e sẽ ủng hộ cửa hàng lau dài
224	0	a	đóng gói sản phẩm rất đẹp và chắc chắn số đúng chỉ để vào mạng chứ không dùng để nghe gọi
225	1	a	bạn cùng phòng mua cửa hàng e có 260k mình mua 440k mà chất liệu không bằng mới móc có mấy bộ áo dài đã gãy tưởng tiki bán hàng uy tín nên chấp nhận mua giá cao hơn nhưng quá thất vọng không bao giờ mua và giới thiệu tiki nữa
226	1	a	quyển thượng thật sự rất thu hút tôi như bị cuốn vào những tình huống dễ thương những gặp gỡ đối thoại sinh động nhưng ấn bản in vẫn không hề có gì khác về dịch thuật để câu từ hay hơn mang tính việt hoá hơn mà cứ như y hệt trên internet vậy lẽ ra câu chuyện đã rất hay nếu phần a lan nhược chi mộng không quá dài dòng và phức tạp bây giờ mới thấy kể ra chuyện này tác giả đã lập quá nhiều nhân vật và để giải quyết hết những mắc của họ đã làm câu chuyện càng về sau càng loãng và chán
227	0	a	chưa dùng nên chưa biết chất lượng ntn cho vì cửa hàng tư vấn rất nhiệt tình chúc cửa hàng luôn đắt hàng
228	0	a	sản phẩm tốt ạ 
229	0	a	giày đẹp lắm luôn chị chủ cửa hàng cũng rất nhiệt tình tư vấn lại còn chụp ảnh thật sản phẩm trước khi gửi nữa chứ mỗi tội cỡ hơi rộng chút thôi rất đáng tiền
230	0	a	mẫu mã y ảnh hộp bọc cẩn thận
231	0	a	hàng tương đối ok rất đáng tiền
232	0	a	màu đẹp cực
233	0	a	đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh hạn sử dụng sữa mới tận 2020
234	1	a	san phạm khác voi mo ta thay không dung
235	1	a	pin 2300 nhìn thấy nản rồi
236	0	a	cửa hàng giao hàng nhanh chất lượng sản phẩm rất đáng tiền cấc bác ạ
237	1	a	mình mới mua thấy tiện là có thể sạc pin để cầm đi được sử dụng nhưng vắt đau lắm thay cái cao su của media hoặc unimon thì đỡ đau hơn nhưng không tự động thả ra phải nhấn nút cứ hút vào liên tục thôi lâu lâu sử dụng thì được
238	0	a	giày bao êm bao đẹp mình rất thích chắc sẽ ủng hộ cửa hàng dài dài chất lượng sản phẩm tuyệt vời rất đáng tiền
239	1	a	ủa chứ bán kính mà không có phụ kiện đi kèm vậy cửa hàng
240	0	a	trà thơm uống ngon nhưng tiếc là loại hoa dâm bụt chỉ có 20gói hộp
